ID_Match;League;Year;Season;Type;blueTeamTag;bResult;rResult;redTeamTag;gamelength;blueTop;blueTopChamp;blueJungle;blueJungleChamp;blueMiddle;blueMiddleChamp;blueADC;blueADCChamp;blueSupport;blueSupportChamp;redTop;redTopChamp;redJungle;redJungleChamp;redMiddle;redMiddleChamp;redADC;redADCChamp;redSupport;redSupportChamp
5803;LLN;2017;Summer;Season;D9;1;0;PDS;31;Akunma;Kled;Julaxe;Elise;Nobody;Syndra;Zeypher;Kalista;Suppa;Braum;jer0m;Gnar;RafaL0L;Gragas;Icytower;Corki;xpng;Tristana;Choisix;Alistar
5804;LLN;2017;Summer;Season;PDS;1;0;D9;28;jer0m;Gnar;RafaL0L;Elise;Icytower;Vladimir;xpng;Varus;Choisix;Blitzcrank;Akunma;Kled;Julaxe;LeeSin;Nobody;Orianna;Zeypher;Xayah;Suppa;Thresh
5805;LLN;2017;Summer;Season;LYN;1;0;INF;27;Jirall;Gnar;Oddie;Sejuani;Seiya;Syndra;WhiteLotus;Xayah;Genthix;Thresh;Relic;Jayce;Leozuxo;RekSai;Zelt;Orianna;Diesel;Kalista;Baula;Blitzcrank
5806;LLN;2017;Summer;Season;INF;0;1;LYN;30;Relic;Jax;Leozuxo;Nidalee;Zelt;Anivia;Diesel;Caitlyn;Baula;Morgana;Jirall;Camille;Oddie;Elise;Seiya;Galio;WhiteLotus;Jhin;Genthix;Thresh
5807;LLN;2017;Summer;Season;ZTG;0;1;JTH;36;Voltigore;Gnar;SolidSnake;Elise;MasterJos;Viktor;Zigu;Varus;Gralou;Braum;Porky;Renekton;t4nky;Nidalee;Hobbler;Galio;EvanRL;KogMaw;DCStar;Thresh
5808;LLN;2017;Summer;Season;JTH;1;0;ZTG;33;Porky;Gnar;t4nky;Gragas;Hobbler;Syndra;EvanRL;Kalista;DCStar;Rakan;Voltigore;Shen;SolidSnake;Maokai;MasterJos;Corki;Zigu;Twitch;Gralou;Braum
5809;LLN;2017;Summer;Season;JTH;1;0;D9;31;Porky;Rumble;t4nky;Maokai;Hobbler;Lucian;EvanRL;KogMaw;DCStar;Trundle;Akunma;Gnar;Julaxe;Chogath;Nobody;Leblanc;Zeypher;Jhin;Suppa;Braum
5810;LLN;2017;Summer;Season;D9;0;1;JTH;35;Akunma;Jayce;Julaxe;Sejuani;Nobody;Cassiopeia;Zeypher;Kalista;Suppa;Alistar;Porky;Gnar;t4nky;Elise;Hobbler;Orianna;EvanRL;Jhin;DCStar;Thresh
5811;LLN;2017;Summer;Season;INF;1;0;GG;33;Relic;Chogath;Leozuxo;Sejuani;Cotopaco;Corki;Diesel;Tristana;Baula;Braum;ChumpJohn;Mordekaiser;LiquidDiego;Maokai;Lezaford;Lucian;N1njA;Jhin;NerzhuL;Trundle
5812;LLN;2017;Summer;Season;GG;1;0;INF;39;ChumpJohn;Rumble;LiquidDiego;Maokai;Lezaford;Lucian;N1njA;Tristana;NerzhuL;Alistar;Relic;Chogath;Leozuxo;Gragas;Cotopaco;Cassiopeia;Diesel;KogMaw;Baula;Braum
5813;LLN;2017;Summer;Season;PDS;0;1;LYN;28;jer0m;Gnar;RafaL0L;Gragas;Icytower;Orianna;Manu;Kalista;Choisix;Karma;Jirall;Chogath;Oddie;Maokai;Seiya;Taliyah;WhiteLotus;Tristana;Genthix;Trundle
5814;LLN;2017;Summer;Season;LYN;1;0;PDS;28;Jirall;Shen;Oddie;Gragas;Seiya;Cassiopeia;WhiteLotus;Caitlyn;Genthix;Trundle;jer0m;Gnar;RafaL0L;Maokai;Icytower;Orianna;Manu;Varus;Choisix;Blitzcrank
5815;LLN;2017;Summer;Season;SCW;1;0;ZTG;54;xSWRD;Shen;FraGio;Zac;Seranok;Leblanc;Germoo;Kalista;DevilPancake;Braum;Voltigore;Renekton;SolidSnake;Maokai;MasterJos;Cassiopeia;Zigu;Sivir;Gralou;Bard
5816;LLN;2017;Summer;Season;ZTG;1;0;SCW;45;Voltigore;Shen;SolidSnake;Maokai;MasterJos;Kassadin;Zigu;Tristana;Gralou;Braum;xSWRD;Renekton;FraGio;Sejuani;Seranok;Corki;Germoo;Kalista;DevilPancake;Trundle
5817;LLN;2017;Summer;Season;ZTG;1;0;INF;41;Voltigore;Renekton;SolidSnake;Chogath;MasterJos;Corki;Zigu;Varus;Gralou;Braum;Relic;Shen;Leozuxo;Elise;Zelt;Syndra;Diesel;Caitlyn;Baula;Taric
5818;LLN;2017;Summer;Season;INF;1;0;ZTG;34;Relic;Poppy;Leozuxo;Maokai;Zelt;Syndra;Diesel;Xayah;Baula;Rakan;Voltigore;Gnar;SolidSnake;Sejuani;MasterJos;Velkoz;Zigu;Tristana;Gralou;Braum
5819;LLN;2017;Summer;Season;GG;0;1;LYN;40;ChumpJohn;Rumble;LiquidDiego;Sejuani;Lezaford;Cassiopeia;N1njA;Tristana;NerzhuL;Thresh;Jirall;Shen;Oddie;Gragas;Seiya;Leblanc;WhiteLotus;Xayah;Genthix;Alistar
5820;LLN;2017;Summer;Season;LYN;1;0;GG;32;Jirall;Shen;Oddie;Kayn;Seiya;Galio;WhiteLotus;Kalista;Genthix;Trundle;ChumpJohn;Rumble;LiquidDiego;Maokai;Lezaford;Talon;N1njA;Xayah;NerzhuL;Alistar
5821;LLN;2017;Summer;Season;PDS;0;1;JTH;41;jer0m;Gnar;RafaL0L;Sejuani;Icytower;Vladimir;Manu;Draven;Choisix;Thresh;Porky;Chogath;t4nky;Gragas;Hobbler;Orianna;EvanRL;Sivir;DCStar;Braum
5822;LLN;2017;Summer;Season;JTH;0;1;PDS;40;Porky;DrMundo;t4nky;Elise;Hobbler;Lucian;EvanRL;KogMaw;DCStar;Trundle;jer0m;Chogath;RafaL0L;Gragas;Icytower;Syndra;Manu;Tristana;Choisix;Blitzcrank
5823;LLN;2017;Summer;Season;D9;1;0;SCW;30;Akunma;Camille;Julaxe;Sejuani;Nobody;Taliyah;Zeypher;Caitlyn;NeedLess;Morgana;xSWRD;Kled;FraGio;Elise;Seranok;Jayce;Germoo;Varus;DevilPancake;Braum
5824;LLN;2017;Summer;Season;SCW;0;1;D9;44;xSWRD;Gragas;FraGio;Elise;Seranok;Leblanc;Germoo;KogMaw;DevilPancake;Braum;Akunma;Camille;Julaxe;Sejuani;Nobody;Kassadin;Zeypher;Kalista;NeedLess;Trundle
5825;LLN;2017;Summer;Season;INF;1;0;JTH;43;Relic;Rumble;Leozuxo;JarvanIV;Cotopaco;Lucian;Diesel;Jhin;Baula;Thresh;Porky;Chogath;t4nky;Gragas;Hobbler;Syndra;EvanRL;Twitch;DCStar;Braum
5826;LLN;2017;Summer;Season;JTH;0;1;INF;35;Porky;Chogath;t4nky;JarvanIV;Hobbler;Corki;EvanRL;Sivir;DCStar;Braum;Relic;Renekton;Leozuxo;Gragas;Cotopaco;Taliyah;Diesel;Tristana;Baula;Zyra
5827;LLN;2017;Summer;Season;SCW;0;1;LYN;29;xSWRD;Gragas;FraGio;Khazix;Seranok;Taliyah;Germoo;Ashe;DevilPancake;Maokai;Jirall;Trundle;Oddie;Kayn;Seiya;Karthus;WhiteLotus;Kalista;Genthix;Alistar
5828;LLN;2017;Summer;Season;LYN;1;0;SCW;24;Jirall;Maokai;Oddie;Elise;Seiya;Lucian;WhiteLotus;Vayne;Genthix;Alistar;xSWRD;Gnar;FROSTSTRIKE;Sejuani;Seranok;Xerath;Germoo;Varus;DevilPancake;Braum
5829;LLN;2017;Summer;Season;ZTG;0;1;D9;36;Voltigore;Gnar;SolidSnake;RekSai;MasterJos;Leblanc;Zigu;Varus;Gralou;Thresh;Akunma;Chogath;Julaxe;Elise;Nobody;Taliyah;Zeypher;Tristana;Suppa;Braum
5830;LLN;2017;Summer;Season;D9;1;0;ZTG;29;Akunma;Camille;Julaxe;Sejuani;Nobody;Cassiopeia;Zeypher;Caitlyn;Suppa;Alistar;Voltigore;Chogath;SolidSnake;RekSai;MasterJos;Orianna;Zigu;Tristana;Gralou;Janna
5831;LLN;2017;Summer;Season;GG;0;1;PDS;45;ChumpJohn;Shen;LiquidDiego;Gragas;Lezaford;Corki;N1njA;Kalista;NerzhuL;Thresh;jer0m;Chogath;RafaL0L;RekSai;Icytower;Syndra;Manu;Tristana;Choisix;Blitzcrank
5832;LLN;2017;Summer;Season;PDS;0;1;GG;34;jer0m;Chogath;RafaL0L;Maokai;Icytower;Syndra;Manu;Caitlyn;Choisix;Blitzcrank;ChumpJohn;XinZhao;LiquidDiego;Sejuani;Lezaford;Zed;N1njA;KogMaw;NerzhuL;Braum
5833;LLN;2017;Summer;Season;D9;0;1;GG;35;Akunma;Gnar;Julaxe;Elise;Nobody;Syndra;Zeypher;Xayah;Suppa;Alistar;ChumpJohn;Rumble;LiquidDiego;Gragas;Lezaford;Galio;N1njA;Kalista;NerzhuL;Rakan
5834;LLN;2017;Summer;Season;GG;0;1;D9;30;ChumpJohn;Rumble;Wikko;JarvanIV;Lezaford;Galio;N1njA;Twitch;NerzhuL;Thresh;Akunma;Fiora;Julaxe;Sejuani;Nobody;Corki;Zeypher;Tristana;Suppa;Morgana
5835;LLN;2017;Summer;Season;ZTG;0;1;LYN;26;Voltigore;JarvanIV;SolidSnake;Elise;MasterJos;Zed;Zigu;Tristana;Gralou;Taric;Jirall;Renekton;Oddie;Maokai;Seiya;Taliyah;WhiteLotus;Xayah;Genthix;Rakan
5836;LLN;2017;Summer;Season;LYN;1;0;ZTG;28;Jirall;Chogath;Oddie;Kayn;Seiya;Lux;WhiteLotus;Draven;Genthix;Ashe;Voltigore;Shen;SolidSnake;Gragas;MasterJos;Taliyah;Zigu;Varus;Gralou;Braum
5837;LLN;2017;Summer;Season;JTH;1;0;SCW;33;Porky;Shen;t4nky;Elise;Hobbler;Corki;EvanRL;Kalista;DCStar;Rakan;xSWRD;Gnar;FraGio;JarvanIV;Seranok;Vladimir;Germoo;Varus;DevilPancake;Alistar
5838;LLN;2017;Summer;Season;SCW;0;1;JTH;25;xSWRD;Camille;FraGio;Kayn;Seranok;Vladimir;Germoo;Xayah;DevilPancake;Rakan;Porky;Renekton;t4nky;Elise;Hobbler;Taliyah;EvanRL;Tristana;DCStar;Janna
5839;LLN;2017;Summer;Season;PDS;0;1;INF;38;jer0m;Shen;Acerola;Kayn;Icytower;Syndra;Manu;Tristana;Choisix;Thresh;Relic;Rumble;Leozuxo;Gragas;Cotopaco;Cassiopeia;Diesel;Kalista;Baula;Rakan
5840;LLN;2017;Summer;Season;INF;1;0;PDS;29;Relic;Rumble;Leozuxo;JarvanIV;Cotopaco;Lucian;Diesel;Xayah;Baula;Thresh;jer0m;Olaf;Acerola;RekSai;Icytower;Corki;Manu;Jhin;Choisix;Morgana
5841;LLN;2017;Summer;Season;JTH;1;0;D9;51;Porky;Shen;t4nky;Elise;Hobbler;Corki;EvanRL;Tristana;DCStar;Morgana;Akunma;Renekton;Julaxe;Gragas;Nobody;Taliyah;Zeypher;Varus;Suppa;Thresh
5842;LLN;2017;Summer;Playoffs;LYN;1;0;JTH;26;Jirall;Chogath;Oddie;JarvanIV;Seiya;Orianna;WhiteLotus;Tristana;Genthix;Alistar;Porky;Renekton;t4nky;Gragas;Hobbler;Corki;EvanRL;Kalista;DCStar;Morgana
5843;LLN;2017;Summer;Playoffs;LYN;1;0;JTH;31;Jirall;Galio;Oddie;JarvanIV;Seiya;Orianna;WhiteLotus;Tristana;Genthix;Lulu;Porky;Chogath;t4nky;Gragas;Hobbler;Taliyah;EvanRL;Sivir;DCStar;Sona
5844;LLN;2017;Summer;Playoffs;LYN;0;1;JTH;30;Jirall;Chogath;Oddie;RekSai;Seiya;Orianna;WhiteLotus;Caitlyn;Genthix;Braum;Porky;DrMundo;t4nky;JarvanIV;Hobbler;Syndra;EvanRL;Kalista;DCStar;Thresh
5845;LLN;2017;Summer;Playoffs;LYN;1;0;JTH;28;Jirall;Gnar;Oddie;JarvanIV;Seiya;Taliyah;WhiteLotus;Kalista;Genthix;Thresh;Porky;Rumble;t4nky;Elise;Hobbler;Galio;EvanRL;Sivir;DCStar;Rakan
5846;LLN;2017;Summer;Playoffs;INF;1;0;PDS;35;Relic;Chogath;Leozuxo;JarvanIV;Cotopaco;Syndra;Diesel;Tristana;Baula;Braum;jer0m;Shen;RafaL0L;RekSai;Icytower;Ekko;Manu;Kalista;Choisix;Thresh
5847;LLN;2017;Summer;Playoffs;PDS;1;0;INF;33;jer0m;Gnar;RafaL0L;JarvanIV;Icytower;Corki;Manu;Kalista;Choisix;Thresh;Relic;Camille;Leozuxo;Gragas;Cotopaco;Cassiopeia;Diesel;Tristana;Baula;Alistar
5848;LLN;2017;Summer;Playoffs;INF;1;0;PDS;35;Relic;Maokai;Leozuxo;JarvanIV;Cotopaco;Galio;Diesel;Xayah;Baula;Thresh;jer0m;Kled;RafaL0L;RekSai;Icytower;Corki;Manu;Tristana;Choisix;Braum
5849;LLN;2017;Summer;Playoffs;PDS;0;1;INF;33;jer0m;Gnar;RafaL0L;JarvanIV;Icytower;Vladimir;Manu;Tristana;Choisix;Rakan;Relic;Chogath;Leozuxo;Maokai;Cotopaco;Syndra;Diesel;Sivir;Baula;Thresh
5850;LLN;2017;Summer;Playoffs;INF;0;1;LYN;50;Relic;Shen;Leozuxo;Poppy;Zelt;Anivia;Diesel;Xayah;Baula;Thresh;Jirall;Kennen;Oddie;JarvanIV;Seiya;Leblanc;WhiteLotus;Tristana;Genthix;Alistar
5851;LLN;2017;Summer;Playoffs;INF;0;1;LYN;44;Relic;Chogath;Leozuxo;JarvanIV;Cotopaco;Galio;Diesel;Tristana;Baula;Braum;Jirall;Maokai;Oddie;Gragas;Seiya;Lucian;WhiteLotus;Xayah;Genthix;Blitzcrank
5852;LLN;2017;Summer;Playoffs;LYN;1;0;INF;24;Jirall;Camille;Oddie;Zac;Seiya;Galio;WhiteLotus;Xayah;Genthix;Thresh;Relic;Irelia;Leozuxo;Maokai;Cotopaco;Cassiopeia;Diesel;Tristana;Baula;Morgana
5853;LJL;2016;Spring;Season;7h;0;1;USG;39;Evi;Gangplank;Awaker;Kindred;Shinmori;Varus;YutoriMoyashi;Ezreal;ThintoN;Alistar;apaMEN;TahmKench;isurugi;Elise;CLOCKDAY;Corki;Haretti;Lucian;Enty;Blitzcrank
5854;LJL;2016;Spring;Season;USG;0;1;7h;36;apaMEN;Poppy;isurugi;RekSai;CLOCKDAY;Lulu;Haretti;Lucian;Enty;Thresh;Evi;TahmKench;Awaker;LeeSin;Shinmori;Velkoz;YutoriMoyashi;MissFortune;ThintoN;Trundle
5855;LJL;2016;Spring;Season;7h;1;0;USG;31;Evi;TahmKench;Awaker;RekSai;Shinmori;Lissandra;YutoriMoyashi;Lucian;ThintoN;Trundle;apaMEN;Fiora;isurugi;Elise;CLOCKDAY;Syndra;Haretti;Corki;Enty;Alistar
5856;LJL;2016;Spring;Season;DFM;1;0;RPG;41;Yutapon;Sion;Catch;LeeSin;Ceros;Viktor;Zerost;MissFortune;Eternal;Alistar;Paz;Fiora;Tussle;RekSai;tei;Lissandra;Meron;Lucian;Dara;Braum
5857;LJL;2016;Spring;Season;RPG;0;1;DFM;44;Paz;Lissandra;Tussle;Rengar;tei;Viktor;Meron;Kalista;Dara;Thresh;Yutapon;Gnar;Catch;RekSai;Ceros;Ahri;Zerost;Ezreal;Eternal;Alistar
5858;LJL;2016;Spring;Season;CRJ;1;0;BE;35;cogcog;Poppy;GalB;RekSai;HW4NG;Viktor;Rkp;MissFortune;Corn;Thresh;Arfoad;Lulu;serick;Kindred;alps;Zed;RhythmAsalt;Ezreal;Ryavka;Alistar
5859;LJL;2016;Spring;Season;BE;0;1;CRJ;38;Arfoad;Olaf;serick;RekSai;alps;Lulu;RhythmAsalt;Kalista;Ryavka;Thresh;cogcog;Shen;GalB;Graves;HW4NG;Viktor;Rkp;Corki;Corn;Alistar
5860;LJL;2016;Spring;Season;RPG;1;0;CRJ;50;Paz;Poppy;Tussle;Elise;Roki;Viktor;Meron;Lucian;Dara;Bard;cogcog;Fiora;GalB;RekSai;HW4NG;Lux;Rkp;Corki;Corn;Alistar
5861;LJL;2016;Spring;Season;CRJ;0;1;RPG;42;cogcog;Quinn;GalB;Elise;HW4NG;Viktor;Rkp;Kalista;Corn;Poppy;Paz;Gnar;Tussle;RekSai;Roki;Leblanc;Meron;Corki;Dara;Alistar
5862;LJL;2016;Spring;Season;7h;0;1;DFM;31;Evi;Ryze;Awaker;Kindred;Shinmori;Lissandra;YutoriMoyashi;Corki;Beni;Bard;Yutapon;Gnar;Catch;RekSai;Ceros;Viktor;Zerost;Kalista;Eternal;Alistar
5863;LJL;2016;Spring;Season;DFM;1;0;7h;39;Yutapon;Gnar;Catch;Graves;Ceros;Corki;Zerost;Ezreal;Eternal;Alistar;Evi;Hecarim;Awaker;RekSai;Shinmori;Velkoz;YutoriMoyashi;Lucian;Beni;Bard
5864;LJL;2016;Spring;Season;BE;0;1;USG;37;Arfoad;Lulu;Serick;Elise;Mugoon;Viktor;RhythmAsalt;Kalista;Ryavka;Thresh;apaMEN;Gnar;isurugi;RekSai;CLOCKDAY;Zilean;Haretti;Lucian;Enty;Alistar
5865;LJL;2016;Spring;Season;USG;1;0;BE;44;apaMEN;Gnar;isurugi;RekSai;CLOCKDAY;Lissandra;Haretti;Kalista;Enty;Alistar;Arfoad;Olaf;Serick;Graves;Mugoon;Lulu;RhythmAsalt;Lucian;Ryavka;Trundle
5866;LJL;2016;Spring;Season;CRJ;0;1;7h;45;cogcog;Poppy;GalB;Elise;HW4NG;Viktor;Rkp;Lucian;Corn;Braum;Evi;TahmKench;Awaker;Graves;Estelim;Azir;YutoriMoyashi;Corki;ThintoN;Trundle
5867;LJL;2016;Spring;Season;7h;0;1;CRJ;46;Evi;Nautilus;Awaker;Elise;Estelim;Gangplank;YutoriMoyashi;Corki;ThintoN;Braum;cogcog;Shen;GalB;RekSai;HW4NG;Lulu;Rkp;Lucian;Corn;Thresh
5868;LJL;2016;Spring;Season;CRJ;1;0;7h;45;cogcog;Poppy;GalB;RekSai;HW4NG;Lux;Rkp;Lucian;Corn;Bard;Evi;Lulu;Awaker;Graves;Estelim;Ahri;YutoriMoyashi;Corki;ThintoN;Trundle
5869;LJL;2016;Spring;Season;USG;1;0;DFM;34;apaMEN;Nautilus;isurugi;Elise;CLOCKDAY;Lulu;Haretti;Kalista;Enty;Thresh;BonziN;Gnar;Catch;RekSai;Ceros;Viktor;Zerost;Lucian;Eternal;Braum
5870;LJL;2016;Spring;Season;DFM;1;0;USG;46;BonziN;Gnar;Catch;Nidalee;Ceros;Corki;Zerost;Kalista;Eternal;Braum;apaMEN;Nautilus;isurugi;RekSai;CLOCKDAY;Lulu;Haretti;Lucian;Enty;Blitzcrank
5871;LJL;2016;Spring;Season;USG;0;1;DFM;30;apaMEN;Nautilus;isurugi;Elise;CLOCKDAY;Varus;Haretti;Corki;Enty;Braum;BonziN;Gnar;Catch;Nidalee;Ceros;Zed;Zerost;Lucian;Eternal;Thresh
5872;LJL;2016;Spring;Season;BE;0;1;RPG;29;Arfoad;Ryze;Serick;RekSai;alps;Corki;RhythmAsalt;Vayne;Ryavka;Morgana;Paz;Poppy;Tussle;Nidalee;Roki;Viktor;Meron;Lucian;Dara;Alistar
5873;LJL;2016;Spring;Season;RPG;1;0;BE;32;Paz;Shen;Tussle;Nidalee;Roki;Viktor;Meron;Kalista;Dara;Brand;Arfoad;Lissandra;Serick;Elise;alps;Zed;RhythmAsalt;Lucian;Ryavka;Alistar
5874;LJL;2016;Spring;Season;7h;0;1;RPG;34;Evi;TahmKench;Awaker;Graves;Estelim;Viktor;YutoriMoyashi;Corki;ThintoN;Trundle;Paz;Poppy;Tussle;Nidalee;Roki;Ahri;Meron;Kalista;Dara;Thresh
5875;LJL;2016;Spring;Season;RPG;0;1;7h;52;Paz;Nautilus;Tussle;Nidalee;Roki;Viktor;Meron;Lucian;Dara;Janna;Evi;TahmKench;Awaker;Elise;Estelim;Corki;YutoriMoyashi;Ezreal;ThintoN;Braum
5876;LJL;2016;Spring;Season;7h;0;1;RPG;28;Evi;Ryze;Awaker;RekSai;Estelim;Lulu;YutoriMoyashi;Ezreal;ThintoN;Braum;Paz;Lissandra;Tussle;Graves;Roki;Ahri;Meron;Lucian;Dara;Thresh
5877;LJL;2016;Spring;Season;CRJ;0;1;USG;36;cogcog;Lulu;GalB;Graves;HW4NG;Viktor;Rkp;Corki;Corn;Alistar;apaMEN;Quinn;isurugi;RekSai;CLOCKDAY;Zilean;Haretti;Kalista;Enty;Thresh
5878;LJL;2016;Spring;Season;USG;1;0;CRJ;29;apaMEN;Poppy;isurugi;Elise;CLOCKDAY;Lissandra;Haretti;Tristana;Enty;Morgana;cogcog;Trundle;GalB;RekSai;HW4NG;Lulu;Rkp;Kalista;Corn;Alistar
5879;LJL;2016;Spring;Season;BE;0;1;DFM;26;Arfoad;Jax;Serick;Elise;Mugoon;Viktor;RhythmAsalt;Ezreal;Yoshiaki;Poppy;Yutapon;Fiora;Catch;Nidalee;Ceros;Morgana;Zerost;Kalista;Eternal;Alistar
5880;LJL;2016;Spring;Season;DFM;1;0;BE;25;Yutapon;Sion;Catch;Graves;Ceros;Gangplank;Zerost;Corki;Eternal;Bard;Arfoad;Gnar;Serick;RekSai;Mugoon;Syndra;RhythmAsalt;Kalista;Yoshiaki;Alistar
5881;LJL;2016;Spring;Season;BE;0;1;7h;32;Arfoad;Irelia;CarilRui;Graves;alps;Lulu;RhythmAsalt;Corki;Yoshiaki;Braum;Evi;Poppy;Awaker;Kindred;Estelim;Zilean;YutoriMoyashi;Lucian;ThintoN;Alistar
5882;LJL;2016;Spring;Season;7h;1;0;BE;41;Evi;Gangplank;Awaker;Nidalee;Estelim;Lulu;YutoriMoyashi;Lucian;ThintoN;Braum;Arfoad;Nautilus;CarilRui;Kindred;alps;TwistedFate;RhythmAsalt;Corki;Yoshiaki;Janna
5883;LJL;2016;Spring;Season;DFM;1;0;CRJ;36;Yutapon;Fiora;Catch;Nidalee;Ceros;Zed;Zerost;Corki;Eternal;Braum;cogcog;Nautilus;GalB;Graves;HW4NG;Cassiopeia;Rkp;Kalista;Corn;Thresh
5884;LJL;2016;Spring;Season;CRJ;0;1;DFM;31;cogcog;Fiora;GalB;Elise;HW4NG;Corki;Rkp;Lucian;Corn;Braum;Yutapon;Sion;Catch;Kindred;Ceros;Zilean;Zerost;Kalista;Eternal;Thresh
5885;LJL;2016;Spring;Season;USG;1;0;RPG;39;apaMEN;Gnar;isurugi;Graves;CLOCKDAY;Zilean;Haretti;Kalista;Enty;Morgana;Paz;Lissandra;Tussle;Udyr;Roki;Viktor;Meron;Lucian;Dara;Alistar
5886;LJL;2016;Spring;Season;RPG;1;0;USG;39;Paz;Nautilus;Tussle;Graves;Roki;Corki;Meron;Ezreal;Dara;TahmKench;apaMEN;Quinn;isurugi;RekSai;CLOCKDAY;Lux;Haretti;MissFortune;Enty;Alistar
5887;LJL;2016;Spring;Season;USG;0;1;RPG;31;apaMEN;Ryze;isurugi;RekSai;CLOCKDAY;Lulu;Haretti;Ezreal;Enty;TahmKench;Paz;Lissandra;Tussle;Graves;Roki;Ahri;Meron;Lucian;Dara;Morgana
5888;LJL;2016;Spring;Season;USG;1;0;7h;28;apaMEN;Poppy;isurugi;Graves;CLOCKDAY;Lissandra;Haretti;Kalista;Enty;Morgana;Evi;Fiora;Awaker;Gragas;Shinmori;Lulu;YutoriMoyashi;Lucian;ThintoN;Alistar
5889;LJL;2016;Spring;Season;7h;1;0;USG;28;Evi;Trundle;Awaker;Gragas;Shinmori;Lulu;YutoriMoyashi;KogMaw;ThintoN;Braum;apaMEN;Poppy;isurugi;Graves;CLOCKDAY;Lissandra;Haretti;Kalista;Enty;Morgana
5890;LJL;2016;Spring;Season;USG;1;0;7h;30;apaMEN;Poppy;isurugi;Gragas;CLOCKDAY;Morgana;Haretti;KogMaw;Enty;Braum;Evi;Lulu;Awaker;Elise;Shinmori;Lissandra;YutoriMoyashi;Lucian;ThintoN;Alistar
5891;LJL;2016;Spring;Season;BE;0;1;CRJ;27;Arfoad;Poppy;CarilRui;Rumble;Ryavka;Corki;RhythmAsalt;Kalista;Yoshiaki;Alistar;cogcog;Nautilus;Corn;Elise;aripo;Lulu;Rkp;Lucian;Lillebelt;Braum
5892;LJL;2016;Spring;Season;CRJ;1;0;BE;30;cogcog;Morgana;Corn;Elise;aripo;Lulu;Rkp;Tristana;Lillebelt;Braum;Arfoad;Poppy;CarilRui;Rumble;Ryavka;Viktor;RhythmAsalt;Lucian;Yoshiaki;Alistar
5893;LJL;2016;Spring;Season;RPG;1;0;DFM;61;Paz;Quinn;Tussle;Nidalee;Roki;TwistedFate;Meron;Ezreal;Dara;Trundle;Yutapon;Fiora;Catch;Elise;Ceros;Leblanc;Zerost;Lucian;Eternal;Alistar
5894;LJL;2016;Spring;Season;DFM;1;0;RPG;43;Yutapon;Nautilus;Catch;Rumble;Ceros;Zed;Zerost;KogMaw;Eternal;Morgana;Paz;Poppy;Tussle;Gragas;Roki;Leblanc;Meron;Ezreal;Dara;Trundle
5895;LJL;2016;Spring;Season;RPG;0;1;DFM;35;Paz;Nautilus;Tussle;RekSai;Roki;Corki;Meron;Ezreal;Dara;Trundle;Yutapon;Poppy;Catch;Rumble;Ceros;Gangplank;Zerost;Lucian;Eternal;Braum
5896;LJL;2016;Spring;Season;CRJ;0;1;RPG;40;cogcog;Fiora;Corn;Elise;aripo;Zilean;Rkp;KogMaw;Lillebelt;Braum;Paz;Lissandra;Tussle;LeeSin;Roki;Leblanc;Meron;Caitlyn;Dara;Thresh
5897;LJL;2016;Spring;Season;RPG;1;0;CRJ;40;Paz;Poppy;Tussle;Nidalee;Roki;Lux;Meron;Caitlyn;Dara;Trundle;cogcog;Nautilus;Corn;Graves;aripo;Orianna;Rkp;Lucian;Lillebelt;Alistar
5898;LJL;2016;Spring;Season;DFM;1;0;7h;34;Yutapon;Nautilus;Catch;Rumble;Ceros;Zed;Zerost;Kalista;Eternal;Morgana;Evi;Poppy;Awaker;Gragas;Shinmori;Syndra;YutoriMoyashi;Ezreal;ThintoN;Alistar
5899;LJL;2016;Spring;Season;7h;0;1;DFM;26;Evi;Rammus;Awaker;Gragas;Shinmori;Lissandra;YutoriMoyashi;Kalista;ThintoN;Braum;Yutapon;Nautilus;Catch;Kindred;Ceros;Morgana;Zerost;Corki;Eternal;Trundle
5900;LJL;2016;Spring;Season;USG;1;0;BE;39;apaMEN;Poppy;isurugi;Elise;CLOCKDAY;Lissandra;Haretti;Kalista;Enty;Alistar;Arfoad;Nautilus;CarilRui;Graves;Mugoon;Corki;RhythmAsalt;Lucian;Yoshiaki;Braum
5901;LJL;2016;Spring;Season;BE;0;1;USG;36;Arfoad;Poppy;CarilRui;Graves;Mugoon;Lulu;RhythmAsalt;Lucian;Yoshiaki;Janna;apaMEN;Rammus;isurugi;Gragas;CLOCKDAY;Corki;Haretti;Kalista;Enty;Braum
5902;LJL;2016;Spring;Season;7h;0;1;CRJ;36;Evi;Fiora;Awaker;Kindred;Shinmori;Lissandra;YutoriMoyashi;Sivir;ThintoN;Alistar;cogcog;Poppy;Inu;Elise;aripo;Corki;Rkp;Ezreal;Lillebelt;Trundle
5903;LJL;2016;Spring;Season;CRJ;0;1;7h;41;cogcog;Nautilus;Inu;Gragas;aripo;Viktor;Rkp;Ezreal;Lillebelt;Trundle;Evi;Poppy;Awaker;LeeSin;Shinmori;Velkoz;YutoriMoyashi;Corki;ThintoN;Braum
5904;LJL;2016;Spring;Season;7h;1;0;CRJ;41;Evi;Nautilus;Awaker;LeeSin;Shinmori;Velkoz;YutoriMoyashi;Lucian;ThintoN;Braum;cogcog;Poppy;Inu;Elise;aripo;Lissandra;Rkp;Corki;Lillebelt;Alistar
